,Caption,np,judge
709,🍝月1ᴸᵘᴺᑦᴴ𖥣𖥣_pooh_6.2 ちゃんと月1𓌉𓇋 𝑙𝑢𝑛𝑐ℎ𓌉𓇋 ‎今月6月2日にOPENしたばかりのお店へそのあとミックスフルーツパフェ食べたよψ(´ڡ`♡)♡♡2023.6.21♡♡ #lunch  #月1ランチ  #ランチ #シチリアの朝市  #海老ときのこの青じそ醤油バターソース  #フレーバーティー  #カシスブルーベリー  #marutomethejuicery  #ミックスフルーツパフェ  #西宮  #西宮ランチ  #美味しかった  #instadiary  #instahappy  #instalunch  #instasweets  #instagood  #instalike  #instapic  #instaphoto,-0.6066305555555557,n
1683,「ツノチャ・マルシェvol.6」開催まであと26日！出店情報⑰【大丸茶舗】（つの茶エリア）桃やリンゴなど、種類豊富なフレーバーティーが人気です。意外な組み合わせを楽しんでください。津野茶を使用したオリジナルフレーバーティーを販売いただきます♪おすすめ茶(試飲)フレーバーティーhttps://www.instagram.com/daimaru_chaho/ #大丸茶舗 #フレーバーティー #バタフライピー #ツノチャマルシェ #マルシェ #イベント #茶 #高知 #四国 #土佐茶 #つの茶 #かわうそ自然公園 #tsunocha_marche #marche,-0.6049118260869565,n
2188,#コカコーラ #紅茶花伝 #とろけるピーチティー #🍑 #☕️ #🫖 #白ぶどうフルーツティー #山梨白桃エキス #長野県産シャインマスカットエキス #中部 #中部地方 #甲信 #甲信地方 #山梨 #山梨県 #甲州 #長野 #長野県 #信州 #白桃 #桃 #シャインマスカット #フレーバーティー #🍇 #ぶどう #白ぶどう,-0.6034238235294117,n
1412,8月は休まず営業しています。皆様のご来店お待ちしています。...#茶石#茶席#箱根#hakone#箱根旅行#箱根カフェ#箱根土産#日本茶#日本茶カフェ#日本茶専門店#日本茶のある暮らし#日本茶バー#玉露#煎茶#かぶせ茶#焙じ茶#茶道#煎茶道#japantea#japanesetea#フレーバーティー,-0.6027804608695653,n
463,一つの口座にそんな大金入れる人なんかおらんって言われるんですが当たり前にそんな事しないです…🥲あくまでも教えてる私が稼いでる証拠がないと生徒さんも不安になるから上げさせてもらってるだけです🍏何があっても大丈夫なようにリスク分散させるのは基本です🐾h.aruka_o,-0.6020122727272728,n
1495,【今週の生活情報】13日月曜日は、フランスのカフェの味？「#MONIN (#モナン)」を使ったノンアルコールドリンクを紹介🍹本格的！な感じですが、紅茶にちょこっと入れるだけで、#フレーバーティー にもなります！輸入食品店で扱いが多いようです。見かけたら、ぜひお試しください🥂#生活は踊る  #ジェーンスー #小笠原亘  #tbsradio#モナンシロップ,-0.5990012,n
1933,9月のご案内.9月も引き続きお休みなしで営業します。皆さまのご来店お待ちしています。...#茶石#茶席#箱根#hakone#箱根旅行#箱根カフェ#箱根土産#日本茶#日本茶カフェ#日本茶専門店#日本茶のある暮らし#日本茶バー#玉露#煎茶#かぶせ茶#焙じ茶#茶道#煎茶道#japantea#japanesetea#フレーバーティー#寄木細工,-0.5957412074074073,n
714,キンモクセイの紅茶です😃キンモクセイのお花がたくさん入ってる😃いい香りがします😊缶も，キラキラしててきれい😊秋のマグカップを出しました😊🐿️お茶の色はこんな感じ😊まだまだ暑いけど、もうすぐ秋になるんだな🐿️🍂♪#ルピシア　#月に咲く　#キンモクセイ　#金木犀　#紅茶　#ポーセラーツ　#秋　#tea #フレーバーティー　#おいしい　#きれい　#さる　#バリィさん,-0.59394725,n
2358,♢ #paris_mag におちゃらかが紹介されております。他にも素敵なお店が沢山載ってますのでご覧になって下さい👱🏻‍♂️🐦🐦⁣⁣⁣https://instagram.com/paris_mag?igshid=MzRlODBiNWFlZA==⁣⁣⁣⁣⁣⁣#tokyo #東京 #日本茶 #フレーバー #フレーバーティー #フランス人 #ソムリエ #ステファン　#tea #japaneasetea #人形町 #お茶#ocharaka #new #paris_mag #パリマグ #掲載されてます⁣⁣⁣⁣⁣⁣⁣,-0.5916216666666667,n
227,#フレンチトースト#CafeVava#日本橋・日本橋の高島屋にある内装からオシャレで大人なカフェ！・デニッシュみたいなパンにしっかり卵液が浸かってて外はサクッと中はもっちり控えめだけどしっかり甘さが口に広がる〜！☺️☺️☺️間にはチーズとハムが挟んであるのに加えてチーズのソースもつけると幸せなあまじょっぱいのが完成します🤤上の層のパンはメープルをかけて甘さを味わって下の層はチーズ達と組み合わせて食べて色んな味を楽しめて最高✨・店員さんもお高く纏ってるわけではなく柔らか雰囲気でよかったです〜・・,-0.5866768636363637,n
24,サイコロきっぷで城崎温泉ぶらぶらと大谿川沿いを川、橋と柳は絵になります。お茶屋さんがありました。chanoyu_kinosakiフレーバーティーの種類が豊富です。日本海(商品名)は昆布と鰹節、、、柑橘系も入っていたかな～。🤔お茶漬けにも、、、。悩んだ末に和紅茶を購入しました。茶畑には行っていません。#サイコロきっぷ#兵庫県#城崎温泉#城崎茶寮ちゃの湯#chanoyu_kinosaki#但馬のお茶#朝来みどり#和紅茶#フレーバーティー,-0.585454075,n
1961,♢ 新しくフレーバーの仲間入りしました👱🏻‍♂️⁣なんと、『日本酒』フレーバー　(#SAKE) 碾茶ベースで作ってます。⁣水出しでつくるのがおすすめ🍶そこに炭酸水少し注ぐと、スパークリング日本酒の様です👍⁣⁣もちろんですけど、アルコール0%ですよ✨⁣⁣⁣⁣⁣#tokyo #東京 #日本茶 #フレーバー #フレーバーティー #フランス人 #ソムリエ #ステファン　#tea #japaneasetea #人形町 #お茶#ocharaka #new #tencha #抹茶の原料はてん茶⁣#alcoholfree #0% #sake #nihonshu⁣⁣⁣⁣⁣⁣⁣,-0.5841105882352943,n
466,230611#朝ごはん・お米パン バナナ ブルーベリ  ージャム乗せ・人参レーズンの甘酢和え・ハーブソーセージ・小松菜の玉子炒め・トマトサラダ・ブドウ ・フレーバーティー#おうちごはん#ワンプレート#パン#お米パン#ソーセージ#人参シリシリ#フレーバーティー#ウェッジウッド#アラビア気分が滅入りがちな時や悲しい時は無理にでも食べなきゃ、、、,-0.5832786521739132,n
1856,#japanesesweets#菓子 #castella#カステラ#文明堂のカステラ 香る白桃#カステラ1番電話は2番3時のおやつは文明堂 Thank you for#文明堂#bunmeido#文明堂東京 #山梨県産#桃#peach#山梨県産もも#春日居の桃 #紅茶#水出し紅茶#flavortea#フレーバーティー キセツノオチャ 白桃×アールグレイ フレーバーみずみずしい白桃とベルガモットの香りThank you for チャーリー 大泉加工所#breaktime#teatime#teabreak#hirotaglass#廣田硝子#雪の花 ノリタケ食器 fineporcelain 1699 alta rosesodaglass ソーダガラスhypericum ヒペリカム,-0.5830115,n
1261,⁡⁡リプトン  lipton_japan 様よりTwitterのキャンペーンで⁡#リプトンフレーバーティーベストセレクション を頂きました〜♡リプトンのコクのなかに桜やベリーの香りがあって、とっても美味しかったです☕️⁡コクがあるので、アイスにしてもとっても美味しかったです～！🍹⁡どのフレーバーも香りが良くってとっても楽しめました • ᴥ •⁡素敵な商品をお試しさせて頂きありがとうございました🌸⁡#リプトンフレーバーティー,-0.5820572,n
1176,・お気に入りのフレーバーティー🫖‪ 𓈒𓏸・ゆっくりする日の前夜に準備するのがお決まり ☼  #フレーバーティー #flavortea  #おうちcafe  #homecafe,-0.5805069999999999,n
798,早朝帰国した息子。フライトをLIVEで確認できるアプリで寝ぼけながらちょくちょく確認。でも、気付けば到着していて😂始発の電車で帰ってきました。この暑い中、現地仕様の服装😑脱ぐのが面倒だったらしい。あまりお土産を買う時間もなかったみたいだけど、いっぱい買ってきてくれました🦘殻付きのマカダミアナッツは美味💕T2はハーブティーやフレーバーティーがいろいろ入っていて、どれもうっとりする香り🥰VEGEMITEはうわさではヤバいジャム！？らしい🤣食べるの怖いなぁ。息子のお土産話は楽しくて、私もいつか行ってみたいと思いました🐨#娘弁当 #大学生女子弁当 #お弁当 #おべんとう #obento #お土産 #オーストラリア #vegemite #t2 #ハーブティー #フレーバーティー #マカダミアナッツ #australia,-0.5755806571428571,n
1639,2023Summer Season Tea夏の季節の紅茶　　🌱ミントマスカット Mint Muscat　口当たりのよいセイロン紅茶に、爽やかなマスカットとジューシーな赤ブドウの香りを加えたフレーバードティー ミントやレモンバームなどのハーブが、涼やかな口当たりを引き立たせます。　アイスティーにして喉をサッパリと潤すのにおすすめ。　　#スミックティー #sumiktea #紅茶 #紅茶専門店 #ティータイム #紅茶の時間 #紅茶のある生活 #紅茶のある暮らし #フレーバーティー #フレーバードティー #flavoredtea #flavouredtea#ceylontea #summertea#welovetea,-0.5744666470588236,n
1560,何を塗ろうか決まらないトーストモーニングをしました😁モーニングと言っても、もう、10時2分でしたけどね😅いつもならパンからどうするか決まって行くのですが、今日はサイドメニュー作りながらも…プレートに乗せてまでも、ま〜〜〜だ決まりません🤔そうこうしてるとパンも冷めて来てしまったので、バターはもうダメだから、結局1番手前で取りやすかったブルーベリージャムに決定🫐🫐🫐でも、やっぱ🤔なんだかコレじゃない感じの朝でした😂 #朝食  #朝ごぱん  #朝ごパン  #朝パン  #パンプレートモーニング  #朝パンプレート  #ワンプレートモーニング  #モーニングプレート  #おうちモーニング  #ハムエッグ  #ブルーベリージャムトースト #バナナヨーグルト  #フレーバーティー  #朝はパン  #パンパパン  #おかげさま,-0.5739147272727272,n
2023,#今夜の夕食#ギブソン#ジャコ下ろし#雪の茅舎#牛蒡天#いづ萬#19歳の酒#鯖の姿寿司#いづう#小茄子の漬物#味噌汁#桑の実#フレーバーティー,-0.572343,n
231,日曜日は⁡⁡横浜西口マルシェでした！⁡⁡⁡⁡暑い中お疲れ様でした☀⁡⁡⁡⁡横浜駅の目の前なので人通りは沢山！⁡⁡今後も続いていくマルシェです！！⁡⁡⁡今年はあと二回！⁡わたしたちが出店できるかはまだ分かりませんが、こだわりのお店揃ってるので遊びに来てください❤⁡⁡⁡⁡⁡今日から8月！⁡あっとゆう間ですね⁡！！⁡⁡⁡⁡まだまだ夏は続く☀️🍉🌻🏊⁡⁡みなさま暑さに負けず、夏を楽しんで乗り越えましょー！！⁡⁡⁡⁡今日は新商品企画会議✨⁡⁡たのしみ♡⁡⁡⁡⁡#ありがとうございました⁡⁡#マルシェ#物販#紅茶#茶葉販売⁡⁡#ムレスナティー#フレーバーティー⁡⁡#横浜#駅前#猛暑#お疲れ様⁡⁡#夏#8月⁡⁡#新商品#企画#MTG,-0.5693499523809524,n
752,補充day。ハーブチキンサンドウィッチの漬け込みしたり、焼き野菜の補充に、紅茶の袋詰め。出来る時に出来る事を^ ^#チャッツワースの厨房から #補充day#ハーブチキンサンドウィッチの漬け込み#焼き野菜補充#紅茶袋詰め#季節の紅茶#各種チャイ#フレーバーティー#ハーブティー#世界の紅茶#アアルトコーヒー#ポットサービス#マグカップサービス#ホットティー#アイスティー#アレンジティー#紅茶と英国菓子の店🇬🇧 #チャッツワース #加古川カフェ#加古川駅前商店街#チャッツワースはjr加古川駅を南へベルデモール商店街を徒歩3分左側,-0.5685007368421053,n
2220,#ルイボスティー #フレーバーティー#ストロベリークリーム#メロンクリーム#グレープフルーツ#いい香り,-0.56397575,n
1776,「ニューヨークパーフェクトチーズ」とカレルチャペック「レモニーレモン」を一緒に。まったりコクのあるチーズに、爽やかなレモンフレーバーがよく合います♪karelcapek_official #newyorkperfectcheese#karelcapek #karelcapektea #tea #flavoredtea #ニューヨークパーフェクトチーズ #カレルチャペック紅茶店 #カレルチャペック #バジーの紅茶時間2023#紅茶 #フレーバーティー #紅茶のある暮らし #おやつの時間,-0.5611402999999999,n
1711,自分の気分や状態にあわせてペアリングできるフレーバーティー☕️パッケージのイラストもかわいくて、それだけで癒される🥰私がお試しさせてもらった2種類の他に、たくさん種類があるので自分の気分にあうお茶が見つかると思います😌フレーバーティーは youin.jp #youin #フレーバーティー #お茶#ウェルネス #おうち時間,-0.5575916666666667,n
1772,【PRESS】『SAVVY  8月号』かわいい！おいしい！お茶特集にて堀内果実園の🌱柿の葉茶🌱をご紹介いただきました！魅力的なお茶のお店や茶葉のお話が沢山です✨柿の葉茶はビタミンCが豊富ですっきりとした味わい、水出しも出来るので夏の水分補給にピッタリ！ほうじ茶やはと麦茶だけでなく柿ブレンドやレモンブレンド、キャラメルりんごなどのフレーバーティーもございます🌟ノンカフェインなのでお子様にも！各店舗やオンラインショップにてご購入いただけます！ぜひ一度味わってみませんか？オンラインショップ（柿の葉茶）https://horiuchi-fruit.shop-pro.jp/?mode=cate&cbid=2551419&csid=8#savvy#お茶#Japanesetea#お茶の時間#お茶のある暮らし#柿の葉茶#水分補給#ビタミンc#ほうじ茶#はと麦茶#フレーバーティー#柿#レモン#キャラメルりんご#奈良#nara#しあわせのくだもの#堀内果実園,-0.5569246499999999,n
1870,#japanesesweets#生菓子金沢涼菓#夏みかん#柚子レモン#くずきり Thank you for#オハラ#緑茶#flavortea#フレーバーティー#水出しほうじ茶 桃オレンジ#ほうじ茶#karelcapektea カレルチャペックのお茶 #星野製茶園#八女茶 使用瑞々しい桃と、さっぱりと酸味を感じるオレンジの香り。淡い水色と円満な甘味。Thank you for#karelcapek#カレルチャペック #karelcapekteashop#カレルチャペック紅茶店 #breaktime#teatime#teabreak#石塚硝子#ishizukaglass#津軽びいどろ はなび#津軽びいどろグラス はなび金彩ロックグラス,-0.5558268695652174,n
272,ランチ後のおやつ。いただき物のフルーツティーと会社近くで買ったカップスイーツ。1週間お疲れ様。#シャインマスカット#マスカット#紅茶#フレーバーティー#フルーツティー#janat #レアチーズケーキ,-0.555648,n
1132,.KAWAKIでフレーバーティーやラーメンや猫カフェ気分などを味わった。kawaki_roastery rama.ramen 📱2023.6.4オーナーさんが新たに始めたラーメン屋｢Rama Ramen｣お客さんオススメの塩と醤油味をcoba おねだり熱視線を送るお猫さんの顔がたまらなくカワイイ😻今回もお猫さん達に癒されて至福😻#kawaki#coffee#flavoredtea#tea#kopi#ramen#cafe#food#jktfoodbang#cat#indonesia#jakarta#コーヒー#フレーバーティー#ティー#ラーメン#グルメ#カフェ#猫#ネコ#インドネシア#ジャカルタ#ジャカルタ生活#海外生活#海外#スマホ写真#スマホ写真部,-0.5544305,n
990,まだまだ続くよドラえもん。#秋休み に買ってきて#冬 も #春 も過ぎて #初夏#藤子不二雄ミュージアム #藤子f不二雄ミュージアム #お土産#ドラえもん #ドラえもんグッズ#ドラえもんボーロ #ボーロ #たまごボーロこのラインナップでまさかの #ウマタケ 入れてくるとは#企画会議 の流れ知りたい#ルピシア #lupicia #紅茶 #フレーバーティー #ロゼロワイヤルここに #ピンク の #アラザン 入れてくるのは #憎い演出#iittala #ヘレ #ティーマ#scope_japan #ひとりの時間 #お茶の時間#おやつ #10時のおやつ,-0.5521101052631581,n
513,♢ ⁣おちゃらかで、女性に2番目に人気のある『桃』🍑⁣1番目はステファン👱🏻‍♂️です🤣🤣🤣⁣簡単に出来るパウダーのお茶はプレゼントにも人気ですよ👍⁣⁣⁣⁣⁣⁣#tokyo #東京 #日本茶 #フレーバー #フレーバーティー #フランス人 #ソムリエ #ステファン　#tea #japaneasetea #人形町 #お茶#ocharaka #peach#ギフト#peach#桃#복숭아#桃子#no1 #no2 #一番人気は俺です⁣⁣⁣⁣⁣⁣⁣,-0.5507685294117648,n
2383,UK tea time。#tea#japanesetea#matcha#roastedgreentea#teawear#お茶#日本茶#煎茶#紅茶#抹茶#ほうじ茶#茶器#kewgardens #キューガーデンズ#フレーバーティー#キャラメル#スコーン#いちじくのスコーン#クロテッドクリーム#ジェリーズ•パイ,-0.5507516666666666,n
673,6月焼き菓子紹介サブレ・オ・テ好みの茶葉をミルして、混ぜ込んでいます。計量から焼成まで、紅茶の香りでずっと癒されます。#紅茶のサブレ#紅茶の香り #紅茶のお菓子#アールグレイティー #フレーバーティー #お茶時間 #グルテンフリーのクッキー#米粉のクッキー #アイスボックスクッキー#米粉の焼き菓子#お菓子教室#グルテンフリーのお菓子 #グルテンフリーおやつ#おうちカフェスイーツ #おうちカフェ,-0.5502183461538462,n
1048,🌸☔ 雨の日 お家の中でお花見ティータイム 🌸☔東京では桜満開のニュース、なのに無情の雨。我が家の桜（⑤枚目）は三分咲きくらいかな？庭仕事もできないし、そうだ、いただき物のルピシアのお茶があったわね？鎌倉豊島屋の干菓子もあった。手折った桜をテーブルに飾って、お茶の時間、プチお花見。ルピシアの「桜の緑茶」は、茶葉と桜の葉のブレンドとかで・・なるほど、桜の葉の塩漬けの香り、桜餅の香りがします。#おうちカフェ #おうちお花見 #桜 #染井吉野 #緑茶 #フレーバーティー #干菓子 #ティータイム #お茶の時間 #庭の桜 #homecafe #cherryblossomviewing #flavortea #japanesesweets #teatime #cherryblossom,-0.54978121,n
1883,⚪︎暑い日におすすめのドリンクをゲット!フルーツティー🍎🍐🍊🍑🍓とウーロン茶。ボトルに入れてお水を注ぐだけ〜爽やかでお洒落なドリンクの出来上がり💖。お昼にカレーリゾットと一緒に。dozofreesh_official #dozofreesh#フルーツティー#フレーバーティー#フラミンゴピーチ,-0.5493545272727273,n
791,#8jours#紅茶#フレーバーティー#ミルクティーあと2日。,-0.5487635,n
1177,#ザサウザンドホテル京都 #京都駅近#TEA AND BAR#桃のパルフェ#紅茶　#日本茶#和紅茶#フレーバーティー,-0.5484235571428572,n
710,お茶会の準備をしています。#大人気 #大人気商品 #紅茶 #ティーセット #ティーポット #ストロベリーティー #アップルティー #フルーツティー #レモンティー #フレーバーティー #ミニチュア #strawberrytea #teatime #お茶会 #appletea #lemontea #fruit #fruittea #flavortea #miniature #ティーパーティー #teaparty #カフェ #cafe,-0.54557775,n
1593,chayuan_ichimaru ....ユートピアで出している紅茶はchayuanの茶葉を使用しています🌿..#ユートピア#カフェ#紅茶#フレーバーティー#chayuan#仙台,-0.545313625,n
1034,今日のお茶明け方の 激しい 雷鳴🌩️と 落雷⚡️で目が覚めてしまって ちょっと寝不足🥱朝は 霞んで 前が見えないほどの ゲリラ豪雨⛈️ だったのにお昼には 晴れてきたので☀️ もわっと 湿気で 蒸し暑かったです💨今日の おやつは緑のパン工場 an-J さんanj_nagoya 自家製カスタードクリームと チョコクリームが 入ってる🐱ねこちゃんパンお供の お茶はルピシア  lupicia_japan チョコクリームの パン🐱に 合わせて☕️THÉ AU CHOCOLAT(テ•オ•ショコラ)ビターチョコレート🍫を イメージしたフレーバーティーだからココアパウダーが ブレンドされててチョコレートの 甘い香りで ほっこり☺️今日も おいしい一日でした〜‼︎😋..6月29日 木曜日ごちそうさまでした🙏.🎀ご連絡は DMで お願いいたします・🐱☕️🍫🐱☕️🍫🐱☕️🍫🐱☕️🍫🐱☕️🍫🐱☕️🍫・#カラーセラピー #心理カウンセラー #カウンセリング #リーディング #アロマセラピー #アロマテラピー #茶 #メディカルハーブ #フィトテラピー #陰陽五行 #占星術 #ハーブティー #紅茶 #日本茶 #台湾茶 #中国茶 #薬膳茶 #漢方茶 #韓方茶 #차 #한방 #漢方 #薬膳 #栄養士 #中医学 #パン #チョコパン #カカオ #フレーバーティー #ルピシア,-0.5451542112903227,n
1818,母の日プレゼントをやっと絵にできた😊#watercolor #hydrangea #mothersday #watercolorpainting #静物画 #stilllife #フレーバーティー#ドライフルーツ#Tシャツ#だいだい柄#こどもたちからのプレゼント まとめてみた,-0.5445524454545455,n
321,華やかなフランスの歴史を味わえるフレーバーティー「ニナス オリジナル マリー・アントワネット ティー」。王妃の愛した香りは、今もヴェルサイユに、そしてニナスに受け継がれています🇫🇷💖素敵なお写真を投稿してくださって、ありがとうございます lazy_daisy_jasu#ninas #ニナス #trueroyalexperience #ninasmarieantoinette #ニナスマリーアントワネット #マリーアントワネット #marieantoinette #ヴェルサイユ #フレーバーティー #フランス紅茶 #royaltea,-0.5441045,n
813,カヌレフレーバーの紅茶お手紙、ボルドー便りを送りましょう♪#カヌレ #紅茶 #フレーバーティー #バニラ #ラム酒 #いい香り #ボルドー #手紙 #お土産 #ワイン じゃないけど　#旅 の　#思い出 #フランス #旅行 #ワイン好き #ティータイム,-0.5430811428571429,n
1953,.フレーバーティーと有機栽培コーヒーが入荷しました.お試しにぴったりの１drip販売.組み合わせてギフトにもどうぞ🍀.*明日はお休みします.#佐世保雑貨屋#雑貨ベンチタイム#benchtime#有機栽培コーヒー#フレーバーティー#有機jas#おうち時間#長崎へ,-0.5426580526315792,n
1855,#紅茶 届いた♡🍓☕️🐴 #せかほし #ケントストア #ケントデリ #アンティークストロベリーティー #フレーバーティー #☕️ #flavortea,-0.5400784999999999,n
1072,フルーツをたっぷりと使ったアイスティーはいかがですか？ストロベリー、パパイヤ、パイン、マンゴーのフレッシュな香りにハイビスカスの穏やかな酸味を合わせた、夏にぴったりの爽やかなアイスティー。#TEASHOPJIROBE#紅茶舗治郎兵衛⁡#紅茶 #フレーバーティー #フルーツティー #和紅茶 #茶 #お茶 #茶葉 #紅茶専門店 #フレーバーティー専門店 #tea #flavoredtea #fruittea #teatime #京都 #kyotojapan #kyoto #京都大原 #大原 #寂光院 #三千院,-0.5400751318181816,n
172,今週の出店情報🚚✨⁡⁡⁡⁡毎週火曜日は⁡⁡登戸イツモの空き地🌼⁡⁡⁡12:00~18:00⁡⁡のんびりまったり営業してます！⁡⁡お散歩の途中や、お子様の遊び場にぴったり！⁡忙しい⁡日常に癒しのひと時をいかがですか💗？？⁡⁡⁡⁡6月9日(木)⁡⁡お茶の水サンクレールマルシェ！⁡⁡11:00~19:00⁡⁡久しぶりにキッチンカーではなく、ブースで出店します🎪💕⁡⁡茶葉の販売メインですが、試飲も出来るのでお試ししに来てね(*´꒳`*)⁡⁡⁡⁡⁡新作キューブ入ったのでお楽しみに🍀⁡⁡⁡⁡今週もよろしくお願いしますっ🥰⁡⁡⁡⁡#出店情報#キッチンカー#マルシェ⁡#ブース⁡⁡#紅茶#tea#ムレスナティー#フレーバーティー⁡⁡#紅茶専門店#茶葉販売#物販⁡⁡#登戸#川崎#御茶ノ水#新御茶ノ水#秋葉原#水道橋#千代田区⁡#ときめき#癒し#ときめきと癒しを届けます ⁡⁡#小さな幸せ#日常に紅茶を,-0.5394385789473685,n
359,.【TAKANOおすすめ紅茶☕️】ほっとひといき、ティータイムはいかが？茶葉が広がりやすい三角ティーバッグを採用したナイロンティーバッグです。ニルギリ紅茶に香り付けしたフレーバーティーです。ホットにもアイスにもおすすめ！ストロベリー／オレンジ／アップル#新宿高野 #タカノ #高野 #takano #フルーツ #果実 #くだもの #fruit #紅茶 #フレーバーティー #ストロベリーティー #オレンジティー #アップルティー #アイスティー #ホットティー #ティータイム #スイーツ #デザート #デザートタイム #おやつ #お菓子 #プレゼント #お土産 #☕️ #🍓 #🍊 #🍎 shinjukutakano_official,-0.53880146875,n
2151,#japanesesweets#castella#カステラ#和三盆糖#長崎カステラ ローズThank you for#須崎屋#紅茶#flavortea#フレーバーティー#whittardtea#whittardchelsea 1886 no.12 englishrosetea#ウィッタード イングリッシュローズティーThank you for#whittard ウィズメタックフーズ#breaktime#teatime#teabreakノリタケ食器 bonechina 9640 ensemble whitenikko ニッコー finebonechina white eleganceroses pinkroses 薔薇 ばら バラ  babybreath 霞草,-0.5374339916666667,n
